this is just a sample data (lines 1 and 2 are skipped from SpringBatchConfig telcoItemReader method configuration)
id,mobile_prefix,telco,plan_type
1592,-4410076012,1592,PREPAID
1593,-4412853733,1593,PREPAID
1594,-4415631454,1594,PREPAID
1595,-4418409175,1595,PREPAID
1596,-4421186896,1596,PLN_REINN40
1597,-4423964617,1597,PREPAID
1598,-4426742338,1598,PREPAID
1599,-4429520059,1599,PREPAID
1600,-4432297779,1600,PREPAID
1601,-4435075500,1601,PLN_REINN41
1602,-4437853221,1602,PREPAID
1603,-4440630942,1603,PREPAID
1604,-4443408663,1604,PREPAID
1605,-4446186384,1605,PREPAID
1606,-4448964105,1606,PLN_REINN42
1607,-4451741826,1607,PREPAID
1608,-4454519547,1608,PREPAID
1609,-4457297268,1609,PREPAID
1610,-4460074988,1610,PREPAID
1611,-4462852709,1611,PREPAID
1612,-4465630430,1612,PLN_REINN41
1613,-4468408151,1613,PREPAID
1614,-4471185872,1614,PREPAID
1615,-4473963593,1615,PREPAID
1616,-4476741314,1616,PREPAID
1617,-4479519035,1617,PLN_REINN42
1618,-4482296756,1618,PREPAID
1619,-4485074477,1619,PREPAID
1620,-4487852197,1620,PREPAID
1621,-4490629918,1621,PREPAID
1622,-4493407639,1622,PLN_REINN43
1623,-4496185360,1623,PREPAID
1624,-4498963081,1624,PREPAID
1625,-4501740802,1625,PREPAID
1626,-4504518523,1626,PREPAID
1627,-4507296244,1627,PREPAID
1628,-4510073965,1628,PLN_REINN42
1629,-4512851686,1629,PREPAID
1630,-4515629406,1630,PREPAID
1631,-4518407127,1631,PREPAID
1632,-4521184848,1632,PREPAID
1633,-4523962569,1633,PLN_REINN43
1634,-4526740290,1634,PREPAID
1635,-4529518011,1635,PREPAID
1636,-4532295732,1636,PREPAID
1637,-4535073453,1637,PREPAID
1638,-4537851174,1638,PLN_REINN44
1639,-4540628895,1639,PREPAID
1640,-4543406615,1640,PREPAID
1641,-4546184336,1641,PREPAID
1642,-4548962057,1642,PREPAID
1643,-4551739778,1643,PREPAID
1644,-4554517499,1644,PLN_REINN43
1645,-4557295220,1645,PREPAID
1646,-4560072941,1646,PREPAID
1647,-4562850662,1647,PREPAID
1648,-4565628383,1648,PREPAID
1649,-4568406104,1649,PLN_REINN44
1650,-4571183824,1650,PREPAID
1651,-4573961545,1651,PREPAID
1652,-4576739266,1652,PREPAID
1653,-4579516987,1653,PREPAID
1654,-4582294708,1654,PLN_REINN45
1655,-4585072429,1655,PREPAID
1656,-4587850150,1656,PREPAID
1657,-4590627871,1657,PREPAID
1658,-4593405592,1658,PREPAID
1659,-4596183313,1659,PREPAID
1660,-4598961033,1660,PLN_REINN44
1661,-4601738754,1661,PREPAID
1662,-4604516475,1662,PREPAID
1663,-4607294196,1663,PREPAID
1664,-4610071917,1664,PREPAID
1665,-4612849638,1665,PLN_REINN45
1666,-4615627359,1666,PREPAID
1667,-4618405080,1667,PREPAID
1668,-4621182801,1668,PREPAID
1669,-4623960522,1669,PREPAID
1670,-4626738242,1670,PLN_REINN46
1671,-4629515963,1671,PREPAID
1672,-4632293684,1672,PREPAID
1673,-4635071405,1673,PREPAID
1674,-4637849126,1674,PREPAID
1675,-4640626847,1675,PREPAID
1676,-4643404568,1676,PLN_REINN45
1677,-4646182289,1677,PREPAID
1678,-4648960010,1678,PREPAID
1679,-4651737731,1679,PREPAID
1680,-4654515451,1680,PREPAID
1681,-4657293172,1681,PLN_REINN46
1682,-4660070893,1682,PREPAID
1683,-4662848614,1683,PREPAID
1684,-4665626335,1684,PREPAID
1685,-4668404056,1685,PREPAID
1686,-4671181777,1686,PLN_REINN47
1687,-4673959498,1687,PREPAID
1688,-4676737219,1688,PREPAID
1689,-4679514940,1689,PREPAID
1690,-4682292660,1690,PREPAID
1691,-4685070381,1691,PREPAID
1692,-4687848102,1692,PLN_REINN46
1693,-4690625823,1693,PREPAID
1694,-4693403544,1694,PREPAID
1695,-4696181265,1695,PREPAID
1696,-4698958986,1696,PREPAID
1697,-4701736707,1697,PLN_REINN47
1698,-4704514428,1698,PREPAID
1699,-4707292149,1699,PREPAID
1700,-4710069869,1700,PREPAID
1701,-4712847590,1701,PREPAID
1702,-4715625311,1702,PLN_REINN48
1703,-4718403032,1703,PREPAID
1704,-4721180753,1704,PREPAID
1705,-4723958474,1705,PREPAID
1706,-4726736195,1706,PREPAID
1707,-4729513916,1707,PREPAID
1708,-4732291637,1708,PLN_REINN47
1709,-4735069358,1709,PREPAID
1710,-4737847078,1710,PREPAID
1711,-4740624799,1711,PREPAID
1712,-4743402520,1712,PREPAID
1713,-4746180241,1713,PLN_REINN48
1714,-4748957962,1714,PREPAID
1715,-4751735683,1715,PREPAID
1716,-4754513404,1716,PREPAID
1717,-4757291125,1717,PREPAID
1718,-4760068846,1718,PLN_REINN49
1719,-4762846567,1719,PREPAID
1720,-4765624287,1720,PREPAID
1721,-4768402008,1721,PREPAID
1722,-4771179729,1722,PREPAID
1723,-4773957450,1723,PREPAID
1724,-4776735171,1724,PLN_REINN48
1725,-4779512892,1725,PREPAID
1726,-4782290613,1726,PREPAID
1727,-4785068334,1727,PREPAID
1728,-4787846055,1728,PREPAID
1729,-4790623776,1729,PLN_REINN49
1730,-4793401496,1730,PREPAID
1731,-4796179217,1731,PREPAID
1732,-4798956938,1732,PREPAID
1733,-4801734659,1733,PREPAID
1734,-4804512380,1734,PLN_REINN50
1735,-4807290101,1735,PREPAID
1736,-4810067822,1736,PREPAID
1737,-4812845543,1737,PREPAID
1738,-4815623264,1738,PREPAID
1739,-4818400985,1739,PREPAID
1740,-4821178705,1740,PLN_REINN49
1741,-4823956426,1741,PREPAID
1742,-4826734147,1742,PREPAID
1743,-4829511868,1743,PREPAID
1744,-4832289589,1744,PREPAID
1745,-4835067310,1745,PLN_REINN50
1746,-4837845031,1746,PREPAID
1747,-4840622752,1747,PREPAID
1748,-4843400473,1748,PREPAID
1749,-4846178194,1749,PREPAID
1750,-4848955914,1750,PLN_REINN51
1751,-4851733635,1751,PREPAID
1752,-4854511356,1752,PREPAID
1753,-4857289077,1753,PREPAID
1754,-4860066798,1754,PREPAID
1755,-4862844519,1755,PREPAID
1756,-4865622240,1756,PLN_REINN50
1757,-4868399961,1757,PREPAID
1758,-4871177682,1758,PREPAID
1759,-4873955403,1759,PREPAID
1760,-4876733123,1760,PREPAID
1761,-4879510844,1761,PLN_REINN51
1762,-4882288565,1762,PREPAID
1763,-4885066286,1763,PREPAID
1764,-4887844007,1764,PREPAID
1765,-4890621728,1765,PREPAID
1766,-4893399449,1766,PLN_REINN52
1767,-4896177170,1767,PREPAID
1768,-4898954891,1768,PREPAID
1769,-4901732612,1769,PREPAID
1770,-4904510332,1770,PREPAID
1771,-4907288053,1771,PREPAID
1772,-4910065774,1772,PLN_REINN51
1773,-4912843495,1773,PREPAID
1774,-4915621216,1774,PREPAID
1775,-4918398937,1775,PREPAID
1776,-4921176658,1776,PREPAID
1777,-4923954379,1777,PLN_REINN52
1778,-4926732100,1778,PREPAID
1779,-4929509821,1779,PREPAID
1780,-4932287541,1780,PREPAID
1781,-4935065262,1781,PREPAID
1782,-4937842983,1782,PLN_REINN53
1783,-4940620704,1783,PREPAID
1784,-4943398425,1784,PREPAID
1785,-4946176146,1785,PREPAID
1786,-4948953867,1786,PREPAID
1787,-4951731588,1787,PREPAID
1788,-4954509309,1788,PLN_REINN52
1789,-4957287030,1789,PREPAID
1790,-4960064750,1790,PREPAID
1791,-4962842471,1791,PREPAID
1792,-4965620192,1792,PREPAID
1793,-4968397913,1793,PLN_REINN53
1794,-4971175634,1794,PREPAID
1795,-4973953355,1795,PREPAID
1796,-4976731076,1796,PREPAID
1797,-4979508797,1797,PREPAID
1798,-4982286518,1798,PLN_REINN54
1799,-4985064239,1799,PREPAID
1800,-4987841959,1800,PREPAID
1801,-4990619680,1801,PREPAID
1802,-4993397401,1802,PREPAID
1803,-4996175122,1803,PREPAID
1804,-4998952843,1804,PLN_REINN53
1805,-5001730564,1805,PREPAID
1806,-5004508285,1806,PREPAID
1807,-5007286006,1807,PREPAID
1808,-5010063727,1808,PREPAID
1809,-5012841448,1809,PLN_REINN54
1810,-5015619168,1810,PREPAID
1811,-5018396889,1811,PREPAID
1812,-5021174610,1812,PREPAID
1813,-5023952331,1813,PREPAID
1814,-5026730052,1814,PLN_REINN55
1815,-5029507773,1815,PREPAID
1816,-5032285494,1816,PREPAID
1817,-5035063215,1817,PREPAID
1818,-5037840936,1818,PREPAID
1819,-5040618657,1819,PREPAID
1820,-5043396377,1820,PLN_REINN54
1821,-5046174098,1821,PREPAID
1822,-5048951819,1822,PREPAID
1823,-5051729540,1823,PREPAID
1824,-5054507261,1824,PREPAID
1825,-5057284982,1825,PLN_REINN55
1826,-5060062703,1826,PREPAID
1827,-5062840424,1827,PREPAID
1828,-5065618145,1828,PREPAID
1829,-5068395866,1829,PREPAID
1830,-5071173586,1830,PLN_REINN56
1831,-5073951307,1831,PREPAID
1832,-5076729028,1832,PREPAID
1833,-5079506749,1833,PREPAID
1834,-5082284470,1834,PREPAID
1835,-5085062191,1835,PREPAID
1836,-5087839912,1836,PLN_REINN55
1837,-5090617633,1837,PREPAID
1838,-5093395354,1838,PREPAID
1839,-5096173075,1839,PREPAID
1840,-5098950795,1840,PREPAID
1841,-5101728516,1841,PLN_REINN56
1842,-5104506237,1842,PREPAID
1843,-5107283958,1843,PREPAID
1844,-5110061679,1844,PREPAID
1845,-5112839400,1845,PREPAID
1846,-5115617121,1846,PLN_REINN57
1847,-5118394842,1847,PREPAID
1848,-5121172563,1848,PREPAID
1849,-5123950284,1849,PREPAID
1850,-5126728004,1850,PREPAID
1851,-5129505725,1851,PREPAID
1852,-5132283446,1852,PLN_REINN56
1853,-5135061167,1853,PREPAID
1854,-5137838888,1854,PREPAID
1855,-5140616609,1855,PREPAID
1856,-5143394330,1856,PREPAID
1857,-5146172051,1857,PLN_REINN57
1858,-5148949772,1858,PREPAID
1859,-5151727493,1859,PREPAID
1860,-5154505213,1860,PREPAID
1861,-5157282934,1861,PREPAID
1862,-5160060655,1862,PLN_REINN58
1863,-5162838376,1863,PREPAID
1864,-5165616097,1864,PREPAID
1865,-5168393818,1865,PREPAID
1866,-5171171539,1866,PREPAID
1867,-5173949260,1867,PREPAID
1868,-5176726981,1868,PLN_REINN57
1869,-5179504702,1869,PREPAID
1870,-5182282422,1870,PREPAID
1871,-5185060143,1871,PREPAID
1872,-5187837864,1872,PREPAID
1873,-5190615585,1873,PLN_REINN58
1874,-5193393306,1874,PREPAID
1875,-5196171027,1875,PREPAID
1876,-5198948748,1876,PREPAID
1877,-5201726469,1877,PREPAID
1878,-5204504190,1878,PLN_REINN59
1879,-5207281911,1879,PREPAID
1880,-5210059631,1880,PREPAID
1881,-5212837352,1881,PREPAID
1882,-5215615073,1882,PREPAID
1883,-5218392794,1883,PREPAID
1884,-5221170515,1884,PLN_REINN58
1885,-5223948236,1885,PREPAID
1886,-5226725957,1886,PREPAID
1887,-5229503678,1887,PREPAID
1888,-5232281399,1888,PREPAID
1889,-5235059120,1889,PLN_REINN59
1890,-5237836840,1890,PREPAID
1891,-5240614561,1891,PREPAID
1892,-5243392282,1892,PREPAID
1893,-5246170003,1893,PREPAID
1894,-5248947724,1894,PLN_REINN60
1895,-5251725445,1895,PREPAID
1896,-5254503166,1896,PREPAID
1897,-5257280887,1897,PREPAID
1898,-5260058608,1898,PREPAID
1899,-5262836329,1899,PREPAID
1900,-5265614049,1900,PLN_REINN59
1901,-5268391770,1901,PREPAID
1902,-5271169491,1902,PREPAID
1903,-5273947212,1903,PREPAID
1904,-5276724933,1904,PREPAID
1905,-5279502654,1905,PLN_REINN60
1906,-5282280375,1906,PREPAID
1907,-5285058096,1907,PREPAID
1908,-5287835817,1908,PREPAID
1909,-5290613538,1909,PREPAID
1910,-5293391258,1910,PLN_REINN61
1911,-5296168979,1911,PREPAID
1912,-5298946700,1912,PREPAID
1913,-5301724421,1913,PREPAID
1914,-5304502142,1914,PREPAID
1915,-5307279863,1915,PREPAID
1916,-5310057584,1916,PLN_REINN60
1917,-5312835305,1917,PREPAID
1918,-5315613026,1918,PREPAID
1919,-5318390747,1919,PREPAID
1920,-5321168467,1920,PREPAID
1921,-5323946188,1921,PLN_REINN61
1922,-5326723909,1922,PREPAID
1923,-5329501630,1923,PREPAID
1924,-5332279351,1924,PREPAID
1925,-5335057072,1925,PREPAID
1926,-5337834793,1926,PLN_REINN62
1927,-5340612514,1927,PREPAID
1928,-5343390235,1928,PREPAID
1929,-5346167956,1929,PREPAID
1930,-5348945676,1930,PREPAID
1931,-5351723397,1931,PREPAID
1932,-5354501118,1932,PLN_REINN61
1933,-5357278839,1933,PREPAID
1934,-5360056560,1934,PREPAID
1935,-5362834281,1935,PREPAID
1936,-5365612002,1936,PREPAID
1937,-5368389723,1937,PLN_REINN62
1938,-5371167444,1938,PREPAID
1939,-5373945165,1939,PREPAID
1940,-5376722885,1940,PREPAID
1941,-5379500606,1941,PREPAID
1942,-5382278327,1942,PLN_REINN63
1943,-5385056048,1943,PREPAID
1944,-5387833769,1944,PREPAID
1945,-5390611490,1945,PREPAID
1946,-5393389211,1946,PREPAID
1947,-5396166932,1947,PREPAID
1948,-5398944653,1948,PLN_REINN62
1949,-5401722374,1949,PREPAID
1950,-5404500094,1950,PREPAID
1951,-5407277815,1951,PREPAID
1952,-5410055536,1952,PREPAID
1953,-5412833257,1953,PLN_REINN63
1954,-5415610978,1954,PREPAID
1955,-5418388699,1955,PREPAID
1956,-5421166420,1956,PREPAID
1957,-5423944141,1957,PREPAID
1958,-5426721862,1958,PLN_REINN64
1959,-5429499583,1959,PREPAID
1960,-5432277303,1960,PREPAID
1961,-5435055024,1961,PREPAID
1962,-5437832745,1962,PREPAID
1963,-5440610466,1963,PREPAID
1964,-5443388187,1964,PLN_REINN63
1965,-5446165908,1965,PREPAID
1966,-5448943629,1966,PREPAID
1967,-5451721350,1967,PREPAID
1968,-5454499071,1968,PREPAID
1969,-5457276792,1969,PLN_REINN64
1970,-5460054512,1970,PREPAID
1971,-5462832233,1971,PREPAID
1972,-5465609954,1972,PREPAID
1973,-5468387675,1973,PREPAID
1974,-5471165396,1974,PLN_REINN65
1975,-5473943117,1975,PREPAID
1976,-5476720838,1976,PREPAID
1977,-5479498559,1977,PREPAID
1978,-5482276280,1978,PREPAID
1979,-5485054001,1979,PREPAID
1980,-5487831721,1980,PLN_REINN64
1981,-5490609442,1981,PREPAID
1982,-5493387163,1982,PREPAID
1983,-5496164884,1983,PREPAID
1984,-5498942605,1984,PREPAID
1985,-5501720326,1985,PLN_REINN65
1986,-5504498047,1986,PREPAID
1987,-5507275768,1987,PREPAID
1988,-5510053489,1988,PREPAID
1989,-5512831210,1989,PREPAID
1990,-5515608930,1990,PLN_REINN66
1991,-5518386651,1991,PREPAID
1992,-5521164372,1992,PREPAID
1993,-5523942093,1993,PREPAID
1994,-5526719814,1994,PREPAID
1995,-5529497535,1995,PREPAID
1996,-5532275256,1996,PLN_REINN65
1997,-5535052977,1997,PREPAID
1998,-5537830698,1998,PREPAID
1999,-5540608419,1999,PREPAID
2000,-5543386139,2000,PREPAID
2001,-5546163860,2001,PREPAID
2002,-5548941581,2002,PREPAID
2003,-5551719302,2003,PREPAID
2004,-5554497023,2004,PLN_REINN3
2005,-5557274744,2005,PREPAID
2006,-5560052465,2006,PREPAID
2007,-5562830186,2007,PREPAID
2008,-5565607907,2008,PREPAID
2009,-5568385628,2009,PLN_REINN4
2010,-5571163348,2010,PREPAID
2011,-5573941069,2011,PREPAID
2012,-5576718790,2012,PREPAID
2013,-5579496511,2013,PREPAID
2014,-5582274232,2014,PLN_REINN5
2015,-5585051953,2015,PREPAID
2016,-5587829674,2016,PREPAID
2017,-5590607395,2017,PREPAID
2018,-5593385116,2018,PREPAID
2019,-5596162837,2019,PREPAID
2020,-5598940557,2020,PLN_REINN4
2021,-5601718278,2021,PREPAID
2022,-5604495999,2022,PREPAID
2023,-5607273720,2023,PREPAID
2024,-5610051441,2024,PREPAID
2025,-5612829162,2025,PLN_REINN5
2026,-5615606883,2026,PREPAID
2027,-5618384604,2027,PREPAID
2028,-5621162325,2028,PREPAID
2029,-5623940046,2029,PREPAID
2030,-5626717766,2030,PLN_REINN6
2031,-5629495487,2031,PREPAID
2032,-5632273208,2032,PREPAID
2033,-5635050929,2033,PREPAID
2034,-5637828650,2034,PREPAID
2035,-5640606371,2035,PREPAID
2036,-5643384092,2036,PLN_REINN5
2037,-5646161813,2037,PREPAID
2038,-5648939534,2038,PREPAID
2039,-5651717255,2039,PREPAID
2040,-5654494975,2040,PREPAID
2041,-5657272696,2041,PLN_REINN6
2042,-5660050417,2042,PREPAID
2043,-5662828138,2043,PREPAID
2044,-5665605859,2044,PREPAID
2045,-5668383580,2045,PREPAID
2046,-5671161301,2046,PLN_REINN7
2047,-5673939022,2047,PREPAID
2048,-5676716743,2048,PREPAID
2049,-5679494464,2049,PREPAID
2050,-5682272184,2050,PREPAID
2051,-5685049905,2051,PREPAID
2052,-5687827626,2052,PLN_REINN6
2053,-5690605347,2053,PREPAID
2054,-5693383068,2054,PREPAID
2055,-5696160789,2055,PREPAID
2056,-5698938510,2056,PREPAID
2057,-5701716231,2057,PLN_REINN7
2058,-5704493952,2058,PREPAID
2059,-5707271673,2059,PREPAID
2060,-5710049393,2060,PREPAID
2061,-5712827114,2061,PREPAID
2062,-5715604835,2062,PLN_REINN8
2063,-5718382556,2063,PREPAID
2064,-5721160277,2064,PREPAID
2065,-5723937998,2065,PREPAID
2066,-5726715719,2066,PREPAID
2067,-5729493440,2067,PREPAID
2068,-5732271161,2068,PLN_REINN7
2069,-5735048882,2069,PREPAID
2070,-5737826602,2070,PREPAID
2071,-5740604323,2071,PREPAID
2072,-5743382044,2072,PREPAID
2073,-5746159765,2073,PLN_REINN8
2074,-5748937486,2074,PREPAID
2075,-5751715207,2075,PREPAID
2076,-5754492928,2076,PREPAID
2077,-5757270649,2077,PREPAID
2078,-5760048370,2078,PLN_REINN9
2079,-5762826091,2079,PREPAID
2080,-5765603811,2080,PREPAID
2081,-5768381532,2081,PREPAID
2082,-5771159253,2082,PREPAID
2083,-5773936974,2083,PREPAID
2084,-5776714695,2084,PLN_REINN8
2085,-5779492416,2085,PREPAID
2086,-5782270137,2086,PREPAID
2087,-5785047858,2087,PREPAID
2088,-5787825579,2088,PREPAID
2089,-5790603300,2089,PLN_REINN9
2090,-5793381020,2090,PREPAID
2091,-5796158741,2091,PREPAID
2092,-5798936462,2092,PREPAID
2093,-5801714183,2093,PREPAID
2094,-5804491904,2094,PLN_REINN10
2095,-5807269625,2095,PREPAID
2096,-5810047346,2096,PREPAID
2097,-5812825067,2097,PREPAID
2098,-5815602788,2098,PREPAID
2099,-5818380509,2099,PREPAID
2100,-5821158229,2100,PLN_REINN9
2101,-5823935950,2101,PREPAID
2102,-5826713671,2102,PREPAID
2103,-5829491392,2103,PREPAID
2104,-5832269113,2104,PREPAID
2105,-5835046834,2105,PLN_REINN10
2106,-5837824555,2106,PREPAID
2107,-5840602276,2107,PREPAID
2108,-5843379997,2108,PREPAID
2109,-5846157718,2109,PREPAID
2110,-5848935438,2110,PLN_REINN11
2111,-5851713159,2111,PREPAID
2112,-5854490880,2112,PREPAID
2113,-5857268601,2113,PREPAID
2114,-5860046322,2114,PREPAID
2115,-5862824043,2115,PREPAID
2116,-5865601764,2116,PLN_REINN10
2117,-5868379485,2117,PREPAID
2118,-5871157206,2118,PREPAID
2119,-5873934927,2119,PREPAID
2120,-5876712647,2120,PREPAID
2121,-5879490368,2121,PLN_REINN11
2122,-5882268089,2122,PREPAID
2123,-5885045810,2123,PREPAID
2124,-5887823531,2124,PREPAID
2125,-5890601252,2125,PREPAID
2126,-5893378973,2126,PLN_REINN12
2127,-5896156694,2127,PREPAID
2128,-5898934415,2128,PREPAID
2129,-5901712136,2129,PREPAID
2130,-5904489856,2130,PREPAID
2131,-5907267577,2131,PREPAID
2132,-5910045298,2132,PLN_REINN11
2133,-5912823019,2133,PREPAID
2134,-5915600740,2134,PREPAID
2135,-5918378461,2135,PREPAID
2136,-5921156182,2136,PREPAID
2137,-5923933903,2137,PLN_REINN12
2138,-5926711624,2138,PREPAID
2139,-5929489345,2139,PREPAID
2140,-5932267065,2140,PREPAID
2141,-5935044786,2141,PREPAID
2142,-5937822507,2142,PLN_REINN13
2143,-5940600228,2143,PREPAID
2144,-5943377949,2144,PREPAID
2145,-5946155670,2145,PREPAID
2146,-5948933391,2146,PREPAID
2147,-5951711112,2147,PREPAID
2148,-5954488833,2148,PLN_REINN12
2149,-5957266554,2149,PREPAID
2150,-5960044274,2150,PREPAID
2151,-5962821995,2151,PREPAID
2152,-5965599716,2152,PREPAID
2153,-5968377437,2153,PLN_REINN13
2154,-5971155158,2154,PREPAID
2155,-5973932879,2155,PREPAID
2156,-5976710600,2156,PREPAID
2157,-5979488321,2157,PREPAID
2158,-5982266042,2158,PLN_REINN14
2159,-5985043763,2159,PREPAID
2160,-5987821483,2160,PREPAID
2161,-5990599204,2161,PREPAID
2162,-5993376925,2162,PREPAID
2163,-5996154646,2163,PREPAID
2164,-5998932367,2164,PLN_REINN13
2165,-6001710088,2165,PREPAID
2166,-6004487809,2166,PREPAID
2167,-6007265530,2167,PREPAID
2168,-6010043251,2168,PREPAID
2169,-6012820972,2169,PLN_REINN14
2170,-6015598692,2170,PREPAID
2171,-6018376413,2171,PREPAID
2172,-6021154134,2172,PREPAID
2173,-6023931855,2173,PREPAID
2174,-6026709576,2174,PLN_REINN15
2175,-6029487297,2175,PREPAID
2176,-6032265018,2176,PREPAID
2177,-6035042739,2177,PREPAID
2178,-6037820460,2178,PREPAID
2179,-6040598181,2179,PREPAID
2180,-6043375901,2180,PLN_REINN14
2181,-6046153622,2181,PREPAID
2182,-6048931343,2182,PREPAID
2183,-6051709064,2183,PREPAID
2184,-6054486785,2184,PREPAID
2185,-6057264506,2185,PLN_REINN15
2186,-6060042227,2186,PREPAID
2187,-6062819948,2187,PREPAID
2188,-6065597669,2188,PREPAID
2189,-6068375390,2189,PREPAID
2190,-6071153110,2190,PLN_REINN16
2191,-6073930831,2191,PREPAID
2192,-6076708552,2192,PREPAID
2193,-6079486273,2193,PREPAID
2194,-6082263994,2194,PREPAID
2195,-6085041715,2195,PREPAID
2196,-6087819436,2196,PLN_REINN15
2197,-6090597157,2197,PREPAID
2198,-6093374878,2198,PREPAID
2199,-6096152599,2199,PREPAID
2200,-6098930319,2200,PREPAID
2201,-6101708040,2201,PLN_REINN16
2202,-6104485761,2202,PREPAID
2203,-6107263482,2203,PREPAID
2204,-6110041203,2204,PREPAID
2205,-6112818924,2205,PREPAID
2206,-6115596645,2206,PLN_REINN17
2207,-6118374366,2207,PREPAID
2208,-6121152087,2208,PREPAID
2209,-6123929808,2209,PREPAID
2210,-6126707528,2210,PREPAID
2211,-6129485249,2211,PREPAID
2212,-6132262970,2212,PLN_REINN16
2213,-6135040691,2213,PREPAID
2214,-6137818412,2214,PREPAID
2215,-6140596133,2215,PREPAID
2216,-6143373854,2216,PREPAID
2217,-6146151575,2217,PLN_REINN17
2218,-6148929296,2218,PREPAID
2219,-6151707017,2219,PREPAID
2220,-6154484737,2220,PREPAID
2221,-6157262458,2221,PREPAID
2222,-6160040179,2222,PLN_REINN18
2223,-6162817900,2223,PREPAID
2224,-6165595621,2224,PREPAID
2225,-6168373342,2225,PREPAID
2226,-6171151063,2226,PREPAID
2227,-6173928784,2227,PREPAID
2228,-6176706505,2228,PLN_REINN17
2229,-6179484226,2229,PREPAID
2230,-6182261946,2230,PREPAID
2231,-6185039667,2231,PREPAID
2232,-6187817388,2232,PREPAID
2233,-6190595109,2233,PLN_REINN18
2234,-6193372830,2234,PREPAID
2235,-6196150551,2235,PREPAID
2236,-6198928272,2236,PREPAID
2237,-6201705993,2237,PREPAID
2238,-6204483714,2238,PLN_REINN19
2239,-6207261435,2239,PREPAID
2240,-6210039155,2240,PREPAID
2241,-6212816876,2241,PREPAID
2242,-6215594597,2242,PREPAID
2243,-6218372318,2243,PREPAID
2244,-6221150039,2244,PLN_REINN18
2245,-6223927760,2245,PREPAID
2246,-6226705481,2246,PREPAID
2247,-6229483202,2247,PREPAID
2248,-6232260923,2248,PREPAID
2249,-6235038644,2249,PLN_REINN19
2250,-6237816364,2250,PREPAID
2251,-6240594085,2251,PREPAID
2252,-6243371806,2252,PREPAID
2253,-6246149527,2253,PREPAID
2254,-6248927248,2254,PLN_REINN20
2255,-6251704969,2255,PREPAID
2256,-6254482690,2256,PREPAID
2257,-6257260411,2257,PREPAID
2258,-6260038132,2258,PREPAID
2259,-6262815853,2259,PREPAID
2260,-6265593573,2260,PLN_REINN19
2261,-6268371294,2261,PREPAID
2262,-6271149015,2262,PREPAID
2263,-6273926736,2263,PREPAID
2264,-6276704457,2264,PREPAID
2265,-6279482178,2265,PLN_REINN20
2266,-6282259899,2266,PREPAID
2267,-6285037620,2267,PREPAID
2268,-6287815341,2268,PREPAID
2269,-6290593062,2269,PREPAID
2270,-6293370782,2270,PLN_REINN21
2271,-6296148503,2271,PREPAID
2272,-6298926224,2272,PREPAID
2273,-6301703945,2273,PREPAID
2274,-6304481666,2274,PREPAID
2275,-6307259387,2275,PREPAID
2276,-6310037108,2276,PLN_REINN20
2277,-6312814829,2277,PREPAID
2278,-6315592550,2278,PREPAID
2279,-6318370271,2279,PREPAID
2280,-6321147991,2280,PREPAID
2281,-6323925712,2281,PLN_REINN21
2282,-6326703433,2282,PREPAID
2283,-6329481154,2283,PREPAID
2284,-6332258875,2284,PREPAID
2285,-6335036596,2285,PREPAID
2286,-6337814317,2286,PLN_REINN22
2287,-6340592038,2287,PREPAID
2288,-6343369759,2288,PREPAID
2289,-6346147480,2289,PREPAID
2290,-6348925200,2290,PREPAID
2291,-6351702921,2291,PREPAID
2292,-6354480642,2292,PLN_REINN21
2293,-6357258363,2293,PREPAID
2294,-6360036084,2294,PREPAID
2295,-6362813805,2295,PREPAID
2296,-6365591526,2296,PREPAID
2297,-6368369247,2297,PLN_REINN22
2298,-6371146968,2298,PREPAID
2299,-6373924689,2299,PREPAID
2300,-6376702409,2300,PREPAID
2301,-6379480130,2301,PREPAID
2302,-6382257851,2302,PLN_REINN23
2303,-6385035572,2303,PREPAID
2304,-6387813293,2304,PREPAID
2305,-6390591014,2305,PREPAID
2306,-6393368735,2306,PREPAID
2307,-6396146456,2307,PREPAID
2308,-6398924177,2308,PLN_REINN22
2309,-6401701898,2309,PREPAID
2310,-6404479618,2310,PREPAID
2311,-6407257339,2311,PREPAID
2312,-6410035060,2312,PREPAID
2313,-6412812781,2313,PLN_REINN23
2314,-6415590502,2314,PREPAID
2315,-6418368223,2315,PREPAID
2316,-6421145944,2316,PREPAID
2317,-6423923665,2317,PREPAID
2318,-6426701386,2318,PLN_REINN24
2319,-6429479107,2319,PREPAID
2320,-6432256827,2320,PREPAID
2321,-6435034548,2321,PREPAID
2322,-6437812269,2322,PREPAID
2323,-6440589990,2323,PREPAID
2324,-6443367711,2324,PLN_REINN23
2325,-6446145432,2325,PREPAID
2326,-6448923153,2326,PREPAID
2327,-6451700874,2327,PREPAID
2328,-6454478595,2328,PREPAID
2329,-6457256316,2329,PLN_REINN24
2330,-6460034036,2330,PREPAID
2331,-6462811757,2331,PREPAID
2332,-6465589478,2332,PREPAID
2333,-6468367199,2333,PREPAID
2334,-6471144920,2334,PLN_REINN25
2335,-6473922641,2335,PREPAID
2336,-6476700362,2336,PREPAID
2337,-6479478083,2337,PREPAID
2338,-6482255804,2338,PREPAID
2339,-6485033525,2339,PREPAID
2340,-6487811245,2340,PLN_REINN24
2341,-6490588966,2341,PREPAID
2342,-6493366687,2342,PREPAID
